Method,Effective_date,Trigger_date,Seed,N,Applied_end,Year
Features_and_triggers,2018-09-06,2018-09-05,965409,12,2018-09-21,2018
Features_and_triggers,2018-09-24,2018-09-21,785634,6,2018-09-29,2018
Features_and_triggers,2018-09-30,2018-09-29,785634,4,2018-10-03,2018
Features_and_triggers,2018-10-04,2018-10-03,741131,1,2018-10-04,2018
Features_and_triggers,2018-10-05,2018-10-04,741131,5,2018-10-11,2018
Features_and_triggers,2018-10-12,2018-10-11,550343,1,2018-10-12,2018
Features_and_triggers,2018-10-15,2018-10-12,550343,1,2018-10-15,2018
Features_and_triggers,2018-10-16,2018-10-15,550343,4,2018-10-19,2018
Features_and_triggers,2018-10-22,2018-10-19,550343,7,2018-10-30,2018
Features_and_triggers,2018-10-31,2018-10-30,741131,2,2018-11-01,2018
Features_and_triggers,2018-11-02,2018-11-01,741131,33,2018-12-18,2018
Features_and_triggers,2018-12-19,2018-12-18,374583,1,2018-12-19,2018
Features_and_triggers,2018-12-20,2018-12-19,374583,8,2018-12-29,2018
Features_and_triggers,2018-12-30,2018-12-29,374583,1,2018-12-30,2018
Features_and_triggers,2018-12-31,2018-12-30,374583,1,2018-12-31,2018
Features_only,2019-01-01,,374583,3,2019-01-03,2019
Features_only,2019-01-04,2019-01-03,374583,1,2019-01-04,2019
Features_only,2019-01-07,2019-01-04,785634,19,2019-01-30,2019
Features_only,2019-01-31,2019-01-30,565766,9,2019-02-08,2019
Features_only,2019-02-11,2019-02-08,640934,9,2019-02-20,2019
Features_only,2019-02-21,2019-02-20,640934,1,2019-02-21,2019
Features_only,2019-02-22,2019-02-21,640934,1,2019-02-22,2019
Features_only,2019-02-25,2019-02-22,640934,5,2019-03-01,2019
Features_only,2019-03-04,2019-03-01,640934,44,2019-05-01,2019
Features_only,2019-05-02,2019-05-01,385735,2,2019-05-03,2019
Features_only,2019-05-05,2019-05-03,385735,3,2019-05-07,2019
Features_only,2019-05-08,2019-05-07,385735,3,2019-05-10,2019
Features_only,2019-05-13,2019-05-10,385735,1,2019-05-13,2019
Features_only,2019-05-14,2019-05-13,385735,2,2019-05-15,2019
Features_only,2019-05-16,2019-05-15,385735,5,2019-05-22,2019
Features_only,2019-05-23,2019-05-22,385735,2,2019-05-24,2019
Features_only,2019-05-26,2019-05-24,385735,10,2019-06-06,2019
Features_only,2019-06-07,2019-06-06,385735,1,2019-06-07,2019
Features_only,2019-06-10,2019-06-07,385735,9,2019-06-20,2019
Features_only,2019-06-21,2019-06-20,385735,7,2019-07-01,2019
Features_only,2019-07-02,2019-07-01,385735,2,2019-07-03,2019
Features_only,2019-07-04,2019-07-03,385735,1,2019-07-04,2019
Features_only,2019-07-05,2019-07-04,385735,21,2019-08-02,2019
Features_only,2019-08-05,2019-08-02,785634,1,2019-08-05,2019
Features_only,2019-08-06,2019-08-05,785634,3,2019-08-08,2019
Features_only,2019-08-09,2019-08-08,385735,7,2019-08-19,2019
Features_only,2019-08-20,2019-08-19,385735,6,2019-08-27,2019
Features_only,2019-08-28,2019-08-27,385735,1,2019-08-28,2019
Features_only,2019-08-29,2019-08-28,385735,13,2019-09-13,2019
Features_only,2019-09-16,2019-09-13,385735,1,2019-09-16,2019
Features_only,2019-09-17,2019-09-16,385735,62,2019-12-09,2019
Features_only,2019-12-10,2019-12-09,741131,9,2019-12-20,2019
Features_only,2019-12-23,2019-12-20,785634,3,2019-12-25,2019
Features_only,2019-12-26,2019-12-25,785634,2,2019-12-27,2019
Features_only,2019-12-30,2019-12-27,785634,2,2019-12-31,2019
Triggers_only,2019-01-01,,374583,3,2019-01-03,2019
Triggers_only,2019-01-04,2019-01-03,374583,1,2019-01-04,2019
Triggers_only,2019-01-07,2019-01-04,785634,19,2019-01-30,2019
Triggers_only,2019-01-31,2019-01-30,565766,9,2019-02-08,2019
Triggers_only,2019-02-11,2019-02-08,640934,6,2019-02-17,2019
Triggers_only,2019-02-18,2019-02-17,640934,1,2019-02-18,2019
Triggers_only,2019-02-19,2019-02-18,640934,2,2019-02-20,2019
Triggers_only,2019-02-21,2019-02-20,640934,1,2019-02-21,2019
Triggers_only,2019-02-22,2019-02-21,640934,1,2019-02-22,2019
Triggers_only,2019-02-25,2019-02-22,640934,1,2019-02-25,2019
Triggers_only,2019-02-26,2019-02-25,640934,2,2019-02-27,2019
Triggers_only,2019-02-28,2019-02-27,640934,2,2019-03-01,2019
Triggers_only,2019-03-04,2019-03-01,640934,4,2019-03-07,2019
Triggers_only,2019-03-08,2019-03-07,640934,1,2019-03-08,2019
Triggers_only,2019-03-11,2019-03-08,640934,2,2019-03-12,2019
Triggers_only,2019-03-13,2019-03-12,640934,1,2019-03-13,2019
Triggers_only,2019-03-14,2019-03-13,640934,13,2019-04-01,2019
Triggers_only,2019-04-02,2019-04-01,565766,1,2019-04-02,2019
Triggers_only,2019-04-03,2019-04-02,798291,1,2019-04-03,2019
Triggers_only,2019-04-04,2019-04-03,374583,5,2019-04-10,2019
Triggers_only,2019-04-11,2019-04-10,385735,16,2019-05-01,2019
Triggers_only,2019-05-02,2019-05-01,385735,1,2019-05-02,2019
Triggers_only,2019-05-03,2019-05-02,385735,1,2019-05-03,2019
Triggers_only,2019-05-05,2019-05-03,385735,3,2019-05-07,2019
Triggers_only,2019-05-08,2019-05-07,385735,3,2019-05-10,2019
Triggers_only,2019-05-13,2019-05-10,385735,1,2019-05-13,2019
Triggers_only,2019-05-14,2019-05-13,385735,2,2019-05-15,2019
Triggers_only,2019-05-16,2019-05-15,385735,5,2019-05-22,2019
Triggers_only,2019-05-23,2019-05-22,385735,2,2019-05-24,2019
Triggers_only,2019-05-26,2019-05-24,385735,7,2019-06-03,2019
Triggers_only,2019-06-04,2019-06-03,385735,1,2019-06-04,2019
Triggers_only,2019-06-05,2019-06-04,385735,2,2019-06-06,2019
Triggers_only,2019-06-07,2019-06-06,385735,1,2019-06-07,2019
Triggers_only,2019-06-10,2019-06-07,385735,9,2019-06-20,2019
Triggers_only,2019-06-21,2019-06-20,385735,7,2019-07-01,2019
Triggers_only,2019-07-02,2019-07-01,385735,2,2019-07-03,2019
Triggers_only,2019-07-04,2019-07-03,385735,1,2019-07-04,2019
Triggers_only,2019-07-05,2019-07-04,385735,21,2019-08-02,2019
Triggers_only,2019-08-05,2019-08-02,785634,1,2019-08-05,2019
Triggers_only,2019-08-06,2019-08-05,785634,3,2019-08-08,2019
Triggers_only,2019-08-09,2019-08-08,385735,7,2019-08-19,2019
Triggers_only,2019-08-20,2019-08-19,385735,3,2019-08-22,2019
Triggers_only,2019-08-23,2019-08-22,385735,1,2019-08-23,2019
Triggers_only,2019-08-26,2019-08-23,385735,1,2019-08-26,2019
Triggers_only,2019-08-27,2019-08-26,385735,1,2019-08-27,2019
Triggers_only,2019-08-28,2019-08-27,385735,1,2019-08-28,2019
Triggers_only,2019-08-29,2019-08-28,385735,1,2019-08-29,2019
Triggers_only,2019-08-30,2019-08-29,385735,9,2019-09-10,2019
Triggers_only,2019-09-11,2019-09-10,385735,3,2019-09-13,2019
Triggers_only,2019-09-16,2019-09-13,385735,1,2019-09-16,2019
Triggers_only,2019-09-17,2019-09-16,385735,4,2019-09-20,2019
Triggers_only,2019-09-23,2019-09-20,385735,10,2019-10-03,2019
Triggers_only,2019-10-04,2019-10-03,385735,2,2019-10-07,2019
Triggers_only,2019-10-08,2019-10-07,385735,46,2019-12-09,2019
Triggers_only,2019-12-10,2019-12-09,741131,9,2019-12-20,2019
Triggers_only,2019-12-23,2019-12-20,785634,3,2019-12-25,2019
Triggers_only,2019-12-26,2019-12-25,785634,2,2019-12-27,2019
Triggers_only,2019-12-30,2019-12-27,785634,2,2019-12-31,2019
Features_and_triggers,2019-01-01,,374583,3,2019-01-03,2019
Features_and_triggers,2019-01-04,2019-01-03,374583,1,2019-01-04,2019
Features_and_triggers,2019-01-07,2019-01-04,785634,19,2019-01-30,2019
Features_and_triggers,2019-01-31,2019-01-30,565766,9,2019-02-08,2019
Features_and_triggers,2019-02-11,2019-02-08,640934,6,2019-02-17,2019
Features_and_triggers,2019-02-18,2019-02-17,640934,1,2019-02-18,2019
Features_and_triggers,2019-02-19,2019-02-18,640934,2,2019-02-20,2019
Features_and_triggers,2019-02-21,2019-02-20,640934,1,2019-02-21,2019
Features_and_triggers,2019-02-22,2019-02-21,640934,1,2019-02-22,2019
Features_and_triggers,2019-02-25,2019-02-22,640934,1,2019-02-25,2019
Features_and_triggers,2019-02-26,2019-02-25,640934,2,2019-02-27,2019
Features_and_triggers,2019-02-28,2019-02-27,640934,2,2019-03-01,2019
Features_and_triggers,2019-03-04,2019-03-01,640934,4,2019-03-07,2019
Features_and_triggers,2019-03-08,2019-03-07,640934,1,2019-03-08,2019
Features_and_triggers,2019-03-11,2019-03-08,640934,2,2019-03-12,2019
Features_and_triggers,2019-03-13,2019-03-12,640934,1,2019-03-13,2019
Features_and_triggers,2019-03-14,2019-03-13,640934,13,2019-04-01,2019
Features_and_triggers,2019-04-02,2019-04-01,565766,1,2019-04-02,2019
Features_and_triggers,2019-04-03,2019-04-02,798291,1,2019-04-03,2019
Features_and_triggers,2019-04-04,2019-04-03,374583,5,2019-04-10,2019
Features_and_triggers,2019-04-11,2019-04-10,385735,16,2019-05-01,2019
Features_and_triggers,2019-05-02,2019-05-01,385735,1,2019-05-02,2019
Features_and_triggers,2019-05-03,2019-05-02,385735,1,2019-05-03,2019
Features_and_triggers,2019-05-05,2019-05-03,385735,3,2019-05-07,2019
Features_and_triggers,2019-05-08,2019-05-07,385735,3,2019-05-10,2019
Features_and_triggers,2019-05-13,2019-05-10,385735,1,2019-05-13,2019
Features_and_triggers,2019-05-14,2019-05-13,385735,2,2019-05-15,2019
Features_and_triggers,2019-05-16,2019-05-15,385735,5,2019-05-22,2019
Features_and_triggers,2019-05-23,2019-05-22,385735,2,2019-05-24,2019
Features_and_triggers,2019-05-26,2019-05-24,385735,7,2019-06-03,2019
Features_and_triggers,2019-06-04,2019-06-03,385735,1,2019-06-04,2019
Features_and_triggers,2019-06-05,2019-06-04,385735,2,2019-06-06,2019
Features_and_triggers,2019-06-07,2019-06-06,385735,1,2019-06-07,2019
Features_and_triggers,2019-06-10,2019-06-07,385735,9,2019-06-20,2019
Features_and_triggers,2019-06-21,2019-06-20,385735,7,2019-07-01,2019
Features_and_triggers,2019-07-02,2019-07-01,385735,2,2019-07-03,2019
Features_and_triggers,2019-07-04,2019-07-03,385735,1,2019-07-04,2019
Features_and_triggers,2019-07-05,2019-07-04,385735,21,2019-08-02,2019
Features_and_triggers,2019-08-05,2019-08-02,785634,1,2019-08-05,2019
Features_and_triggers,2019-08-06,2019-08-05,785634,3,2019-08-08,2019
Features_and_triggers,2019-08-09,2019-08-08,385735,7,2019-08-19,2019
Features_and_triggers,2019-08-20,2019-08-19,385735,3,2019-08-22,2019
Features_and_triggers,2019-08-23,2019-08-22,385735,1,2019-08-23,2019
Features_and_triggers,2019-08-26,2019-08-23,385735,1,2019-08-26,2019
Features_and_triggers,2019-08-27,2019-08-26,385735,1,2019-08-27,2019
Features_and_triggers,2019-08-28,2019-08-27,385735,1,2019-08-28,2019
Features_and_triggers,2019-08-29,2019-08-28,385735,1,2019-08-29,2019
Features_and_triggers,2019-08-30,2019-08-29,385735,9,2019-09-10,2019
Features_and_triggers,2019-09-11,2019-09-10,385735,3,2019-09-13,2019
Features_and_triggers,2019-09-16,2019-09-13,385735,1,2019-09-16,2019
Features_and_triggers,2019-09-17,2019-09-16,385735,4,2019-09-20,2019
Features_and_triggers,2019-09-23,2019-09-20,385735,10,2019-10-03,2019
Features_and_triggers,2019-10-04,2019-10-03,385735,2,2019-10-07,2019
Features_and_triggers,2019-10-08,2019-10-07,385735,46,2019-12-09,2019
Features_and_triggers,2019-12-10,2019-12-09,741131,9,2019-12-20,2019
Features_and_triggers,2019-12-23,2019-12-20,785634,3,2019-12-25,2019
Features_and_triggers,2019-12-26,2019-12-25,785634,2,2019-12-27,2019
Features_and_triggers,2019-12-30,2019-12-27,785634,2,2019-12-31,2019
Features_only,2020-01-01,,785634,3,2020-01-03,2020
Features_only,2020-01-06,2020-01-03,785634,4,2020-01-09,2020
Features_only,2020-01-10,2020-01-09,785634,11,2020-01-23,2020
Features_only,2020-01-24,2020-01-23,965409,13,2020-02-11,2020
Features_only,2020-02-12,2020-02-11,785634,9,2020-02-21,2020
Features_only,2020-02-24,2020-02-21,785634,3,2020-02-26,2020
Features_only,2020-02-27,2020-02-26,785634,6,2020-03-05,2020
Features_only,2020-03-06,2020-03-05,785634,3,2020-03-10,2020
Features_only,2020-03-11,2020-03-10,785634,2,2020-03-12,2020
Features_only,2020-03-13,2020-03-12,785634,1,2020-03-13,2020
Features_only,2020-03-16,2020-03-13,965409,6,2020-03-23,2020
Features_only,2020-03-24,2020-03-23,798291,1,2020-03-24,2020
Features_only,2020-03-25,2020-03-24,798291,1,2020-03-25,2020
Features_only,2020-03-26,2020-03-25,798291,1,2020-03-26,2020
Features_only,2020-03-27,2020-03-26,798291,1,2020-03-27,2020
Features_only,2020-03-30,2020-03-27,798291,5,2020-04-03,2020
Features_only,2020-04-06,2020-04-03,42716,1,2020-04-06,2020
Features_only,2020-04-07,2020-04-06,42716,5,2020-04-13,2020
Features_only,2020-04-14,2020-04-13,741131,4,2020-04-17,2020
Features_only,2020-04-20,2020-04-17,741131,2,2020-04-21,2020
Features_only,2020-04-22,2020-04-21,741131,1,2020-04-22,2020
Features_only,2020-04-23,2020-04-22,741131,2,2020-04-24,2020
Features_only,2020-04-26,2020-04-24,741131,11,2020-05-08,2020
Features_only,2020-05-09,2020-05-08,741131,1,2020-05-09,2020
Features_only,2020-05-11,2020-05-09,741131,8,2020-05-20,2020
Features_only,2020-05-21,2020-05-20,741131,1,2020-05-21,2020
Features_only,2020-05-22,2020-05-21,741131,8,2020-06-01,2020
Features_only,2020-06-02,2020-06-01,741131,19,2020-06-26,2020
Features_only,2020-06-28,2020-06-26,565766,1,2020-06-28,2020
Features_only,2020-06-29,2020-06-28,965409,1,2020-06-29,2020
Features_only,2020-06-30,2020-06-29,965409,1,2020-06-30,2020
Features_only,2020-07-01,2020-06-30,965409,3,2020-07-03,2020
Features_only,2020-07-06,2020-07-03,965409,1,2020-07-06,2020
Features_only,2020-07-07,2020-07-06,965409,12,2020-07-22,2020
Features_only,2020-07-23,2020-07-22,798291,2,2020-07-24,2020
Features_only,2020-07-27,2020-07-24,798291,10,2020-08-07,2020
Features_only,2020-08-10,2020-08-07,798291,1,2020-08-10,2020
Features_only,2020-08-11,2020-08-10,798291,1,2020-08-11,2020
Features_only,2020-08-12,2020-08-11,798291,6,2020-08-19,2020
Features_only,2020-08-20,2020-08-19,798291,1,2020-08-20,2020
Features_only,2020-08-21,2020-08-20,798291,6,2020-08-28,2020
Features_only,2020-08-31,2020-08-28,565766,2,2020-09-01,2020
Features_only,2020-09-02,2020-09-01,565766,3,2020-09-04,2020
Features_only,2020-09-06,2020-09-04,42716,3,2020-09-08,2020
Features_only,2020-09-09,2020-09-08,42716,11,2020-09-23,2020
Features_only,2020-09-24,2020-09-23,374583,3,2020-09-27,2020
Features_only,2020-09-28,2020-09-27,374583,4,2020-10-01,2020
Features_only,2020-10-02,2020-10-01,42716,1,2020-10-02,2020
Features_only,2020-10-05,2020-10-02,42716,13,2020-10-20,2020
Features_only,2020-10-21,2020-10-20,42716,3,2020-10-23,2020
Features_only,2020-10-26,2020-10-23,42716,16,2020-11-16,2020
Features_only,2020-11-17,2020-11-16,550343,1,2020-11-17,2020
Features_only,2020-11-18,2020-11-17,550343,3,2020-11-20,2020
Features_only,2020-11-23,2020-11-20,550343,2,2020-11-24,2020
Features_only,2020-11-25,2020-11-24,550343,5,2020-12-01,2020
Features_only,2020-12-02,2020-12-01,965409,12,2020-12-17,2020
Features_only,2020-12-18,2020-12-17,965409,1,2020-12-18,2020
Features_only,2020-12-21,2020-12-18,965409,1,2020-12-21,2020
Features_only,2020-12-22,2020-12-21,965409,8,2020-12-31,2020
Triggers_only,2020-01-01,,785634,3,2020-01-03,2020
Triggers_only,2020-01-06,2020-01-03,785634,4,2020-01-09,2020
Triggers_only,2020-01-10,2020-01-09,785634,11,2020-01-23,2020
Triggers_only,2020-01-24,2020-01-23,965409,1,2020-01-24,2020
Triggers_only,2020-01-27,2020-01-24,785634,1,2020-01-27,2020
Triggers_only,2020-01-28,2020-01-27,785634,1,2020-01-28,2020
Triggers_only,2020-01-29,2020-01-28,785634,2,2020-01-30,2020
Triggers_only,2020-01-31,2020-01-30,785634,3,2020-02-04,2020
Triggers_only,2020-02-05,2020-02-04,785634,5,2020-02-11,2020
Triggers_only,2020-02-12,2020-02-11,785634,4,2020-02-16,2020
Triggers_only,2020-02-17,2020-02-16,640934,5,2020-02-21,2020
Triggers_only,2020-02-24,2020-02-21,785634,1,2020-02-24,2020
Triggers_only,2020-02-25,2020-02-24,785634,2,2020-02-26,2020
Triggers_only,2020-02-27,2020-02-26,785634,2,2020-02-28,2020
Triggers_only,2020-03-02,2020-02-28,785634,4,2020-03-05,2020
Triggers_only,2020-03-06,2020-03-05,785634,3,2020-03-10,2020
Triggers_only,2020-03-11,2020-03-10,785634,2,2020-03-12,2020
Triggers_only,2020-03-13,2020-03-12,785634,1,2020-03-13,2020
Triggers_only,2020-03-16,2020-03-13,965409,1,2020-03-16,2020
Triggers_only,2020-03-17,2020-03-16,785634,1,2020-03-17,2020
Triggers_only,2020-03-18,2020-03-17,798291,1,2020-03-18,2020
Triggers_only,2020-03-19,2020-03-18,798291,1,2020-03-19,2020
Triggers_only,2020-03-20,2020-03-19,798291,1,2020-03-20,2020
Triggers_only,2020-03-23,2020-03-20,798291,1,2020-03-23,2020
Triggers_only,2020-03-24,2020-03-23,798291,1,2020-03-24,2020
Triggers_only,2020-03-25,2020-03-24,798291,1,2020-03-25,2020
Triggers_only,2020-03-26,2020-03-25,798291,1,2020-03-26,2020
Triggers_only,2020-03-27,2020-03-26,798291,1,2020-03-27,2020
Triggers_only,2020-03-30,2020-03-27,798291,2,2020-03-31,2020
Triggers_only,2020-04-01,2020-03-31,798291,1,2020-04-01,2020
Triggers_only,2020-04-02,2020-04-01,798291,2,2020-04-03,2020
Triggers_only,2020-04-06,2020-04-03,42716,1,2020-04-06,2020
Triggers_only,2020-04-07,2020-04-06,42716,1,2020-04-07,2020
Triggers_only,2020-04-08,2020-04-07,741131,4,2020-04-13,2020
Triggers_only,2020-04-14,2020-04-13,741131,2,2020-04-15,2020
Triggers_only,2020-04-16,2020-04-15,741131,2,2020-04-17,2020
Triggers_only,2020-04-20,2020-04-17,741131,1,2020-04-20,2020
Triggers_only,2020-04-21,2020-04-20,741131,1,2020-04-21,2020
Triggers_only,2020-04-22,2020-04-21,741131,1,2020-04-22,2020
Triggers_only,2020-04-23,2020-04-22,741131,2,2020-04-24,2020
Triggers_only,2020-04-26,2020-04-24,741131,1,2020-04-26,2020
Triggers_only,2020-04-27,2020-04-26,741131,10,2020-05-08,2020
Triggers_only,2020-05-09,2020-05-08,741131,1,2020-05-09,2020
Triggers_only,2020-05-11,2020-05-09,741131,2,2020-05-12,2020
Triggers_only,2020-05-13,2020-05-12,741131,4,2020-05-18,2020
Triggers_only,2020-05-19,2020-05-18,741131,1,2020-05-19,2020
Triggers_only,2020-05-20,2020-05-19,741131,1,2020-05-20,2020
Triggers_only,2020-05-21,2020-05-20,741131,1,2020-05-21,2020
Triggers_only,2020-05-22,2020-05-21,741131,8,2020-06-01,2020
Triggers_only,2020-06-02,2020-06-01,741131,2,2020-06-03,2020
Triggers_only,2020-06-04,2020-06-03,385735,2,2020-06-05,2020
Triggers_only,2020-06-08,2020-06-05,785634,2,2020-06-09,2020
Triggers_only,2020-06-10,2020-06-09,785634,1,2020-06-10,2020
Triggers_only,2020-06-11,2020-06-10,785634,1,2020-06-11,2020
Triggers_only,2020-06-12,2020-06-11,565766,11,2020-06-26,2020
Triggers_only,2020-06-28,2020-06-26,565766,1,2020-06-28,2020
Triggers_only,2020-06-29,2020-06-28,965409,1,2020-06-29,2020
Triggers_only,2020-06-30,2020-06-29,965409,1,2020-06-30,2020
Triggers_only,2020-07-01,2020-06-30,965409,2,2020-07-02,2020
Triggers_only,2020-07-03,2020-07-02,965409,1,2020-07-03,2020
Triggers_only,2020-07-06,2020-07-03,965409,1,2020-07-06,2020
Triggers_only,2020-07-07,2020-07-06,965409,5,2020-07-13,2020
Triggers_only,2020-07-14,2020-07-13,965409,1,2020-07-14,2020
Triggers_only,2020-07-15,2020-07-14,965409,1,2020-07-15,2020
Triggers_only,2020-07-16,2020-07-15,798291,1,2020-07-16,2020
Triggers_only,2020-07-17,2020-07-16,785634,4,2020-07-22,2020
Triggers_only,2020-07-23,2020-07-22,798291,2,2020-07-24,2020
Triggers_only,2020-07-27,2020-07-24,798291,4,2020-07-30,2020
Triggers_only,2020-07-31,2020-07-30,798291,2,2020-08-03,2020
Triggers_only,2020-08-04,2020-08-03,798291,1,2020-08-04,2020
Triggers_only,2020-08-05,2020-08-04,798291,1,2020-08-05,2020
Triggers_only,2020-08-06,2020-08-05,798291,2,2020-08-07,2020
Triggers_only,2020-08-10,2020-08-07,798291,1,2020-08-10,2020
Triggers_only,2020-08-11,2020-08-10,798291,1,2020-08-11,2020
Triggers_only,2020-08-12,2020-08-11,798291,1,2020-08-12,2020
Triggers_only,2020-08-13,2020-08-12,798291,5,2020-08-19,2020
Triggers_only,2020-08-20,2020-08-19,798291,1,2020-08-20,2020
Triggers_only,2020-08-21,2020-08-20,798291,3,2020-08-25,2020
Triggers_only,2020-08-26,2020-08-25,565766,1,2020-08-26,2020
Triggers_only,2020-08-27,2020-08-26,798291,1,2020-08-27,2020
Triggers_only,2020-08-28,2020-08-27,798291,1,2020-08-28,2020
Triggers_only,2020-08-31,2020-08-28,565766,2,2020-09-01,2020
Triggers_only,2020-09-02,2020-09-01,565766,3,2020-09-04,2020
Triggers_only,2020-09-06,2020-09-04,42716,3,2020-09-08,2020
Triggers_only,2020-09-09,2020-09-08,42716,11,2020-09-23,2020
Triggers_only,2020-09-24,2020-09-23,374583,3,2020-09-27,2020
Triggers_only,2020-09-28,2020-09-27,374583,4,2020-10-01,2020
Triggers_only,2020-10-02,2020-10-01,42716,1,2020-10-02,2020
Triggers_only,2020-10-05,2020-10-02,42716,1,2020-10-05,2020
Triggers_only,2020-10-06,2020-10-05,42716,5,2020-10-10,2020
Triggers_only,2020-10-12,2020-10-10,385735,7,2020-10-20,2020
Triggers_only,2020-10-21,2020-10-20,42716,3,2020-10-23,2020
Triggers_only,2020-10-26,2020-10-23,42716,1,2020-10-26,2020
Triggers_only,2020-10-27,2020-10-26,42716,4,2020-10-30,2020
Triggers_only,2020-11-02,2020-10-30,385735,1,2020-11-02,2020
Triggers_only,2020-11-03,2020-11-02,385735,1,2020-11-03,2020
Triggers_only,2020-11-04,2020-11-03,385735,1,2020-11-04,2020
Triggers_only,2020-11-05,2020-11-04,550343,3,2020-11-09,2020
Triggers_only,2020-11-10,2020-11-09,550343,2,2020-11-11,2020
Triggers_only,2020-11-12,2020-11-11,550343,3,2020-11-16,2020
Triggers_only,2020-11-17,2020-11-16,550343,1,2020-11-17,2020
Triggers_only,2020-11-18,2020-11-17,550343,3,2020-11-20,2020
Triggers_only,2020-11-23,2020-11-20,550343,2,2020-11-24,2020
Triggers_only,2020-11-25,2020-11-24,550343,5,2020-12-01,2020
Triggers_only,2020-12-02,2020-12-01,965409,12,2020-12-17,2020
Triggers_only,2020-12-18,2020-12-17,965409,1,2020-12-18,2020
Triggers_only,2020-12-21,2020-12-18,965409,1,2020-12-21,2020
Triggers_only,2020-12-22,2020-12-21,965409,8,2020-12-31,2020
Features_and_triggers,2020-01-01,,785634,3,2020-01-03,2020
Features_and_triggers,2020-01-06,2020-01-03,785634,4,2020-01-09,2020
Features_and_triggers,2020-01-10,2020-01-09,785634,11,2020-01-23,2020
Features_and_triggers,2020-01-24,2020-01-23,965409,1,2020-01-24,2020
Features_and_triggers,2020-01-27,2020-01-24,785634,1,2020-01-27,2020
Features_and_triggers,2020-01-28,2020-01-27,785634,1,2020-01-28,2020
Features_and_triggers,2020-01-29,2020-01-28,785634,2,2020-01-30,2020
Features_and_triggers,2020-01-31,2020-01-30,785634,3,2020-02-04,2020
Features_and_triggers,2020-02-05,2020-02-04,785634,5,2020-02-11,2020
Features_and_triggers,2020-02-12,2020-02-11,785634,4,2020-02-16,2020
Features_and_triggers,2020-02-17,2020-02-16,640934,5,2020-02-21,2020
Features_and_triggers,2020-02-24,2020-02-21,785634,1,2020-02-24,2020
Features_and_triggers,2020-02-25,2020-02-24,785634,2,2020-02-26,2020
Features_and_triggers,2020-02-27,2020-02-26,785634,2,2020-02-28,2020
Features_and_triggers,2020-03-02,2020-02-28,785634,4,2020-03-05,2020
Features_and_triggers,2020-03-06,2020-03-05,785634,3,2020-03-10,2020
Features_and_triggers,2020-03-11,2020-03-10,785634,2,2020-03-12,2020
Features_and_triggers,2020-03-13,2020-03-12,785634,1,2020-03-13,2020
Features_and_triggers,2020-03-16,2020-03-13,965409,1,2020-03-16,2020
Features_and_triggers,2020-03-17,2020-03-16,785634,1,2020-03-17,2020
Features_and_triggers,2020-03-18,2020-03-17,798291,1,2020-03-18,2020
Features_and_triggers,2020-03-19,2020-03-18,798291,1,2020-03-19,2020
Features_and_triggers,2020-03-20,2020-03-19,798291,1,2020-03-20,2020
Features_and_triggers,2020-03-23,2020-03-20,798291,1,2020-03-23,2020
Features_and_triggers,2020-03-24,2020-03-23,798291,1,2020-03-24,2020
Features_and_triggers,2020-03-25,2020-03-24,798291,1,2020-03-25,2020
Features_and_triggers,2020-03-26,2020-03-25,798291,1,2020-03-26,2020
Features_and_triggers,2020-03-27,2020-03-26,798291,1,2020-03-27,2020
Features_and_triggers,2020-03-30,2020-03-27,798291,2,2020-03-31,2020
Features_and_triggers,2020-04-01,2020-03-31,798291,1,2020-04-01,2020
Features_and_triggers,2020-04-02,2020-04-01,798291,2,2020-04-03,2020
Features_and_triggers,2020-04-06,2020-04-03,42716,1,2020-04-06,2020
Features_and_triggers,2020-04-07,2020-04-06,42716,1,2020-04-07,2020
Features_and_triggers,2020-04-08,2020-04-07,741131,4,2020-04-13,2020
Features_and_triggers,2020-04-14,2020-04-13,741131,2,2020-04-15,2020
Features_and_triggers,2020-04-16,2020-04-15,741131,2,2020-04-17,2020
Features_and_triggers,2020-04-20,2020-04-17,741131,1,2020-04-20,2020
Features_and_triggers,2020-04-21,2020-04-20,741131,1,2020-04-21,2020
Features_and_triggers,2020-04-22,2020-04-21,741131,1,2020-04-22,2020
Features_and_triggers,2020-04-23,2020-04-22,741131,2,2020-04-24,2020
Features_and_triggers,2020-04-26,2020-04-24,741131,1,2020-04-26,2020
Features_and_triggers,2020-04-27,2020-04-26,741131,10,2020-05-08,2020
Features_and_triggers,2020-05-09,2020-05-08,741131,1,2020-05-09,2020
Features_and_triggers,2020-05-11,2020-05-09,741131,2,2020-05-12,2020
Features_and_triggers,2020-05-13,2020-05-12,741131,4,2020-05-18,2020
Features_and_triggers,2020-05-19,2020-05-18,741131,1,2020-05-19,2020
Features_and_triggers,2020-05-20,2020-05-19,741131,1,2020-05-20,2020
Features_and_triggers,2020-05-21,2020-05-20,741131,1,2020-05-21,2020
Features_and_triggers,2020-05-22,2020-05-21,741131,8,2020-06-01,2020
Features_and_triggers,2020-06-02,2020-06-01,741131,2,2020-06-03,2020
Features_and_triggers,2020-06-04,2020-06-03,385735,2,2020-06-05,2020
Features_and_triggers,2020-06-08,2020-06-05,785634,2,2020-06-09,2020
Features_and_triggers,2020-06-10,2020-06-09,785634,1,2020-06-10,2020
Features_and_triggers,2020-06-11,2020-06-10,785634,1,2020-06-11,2020
