,A_500,Dollar Index,cn_10y_rate,us_10y_rate,brent,Copper Futures Price,Gold Futures Price
2018-11-23,1253.7027788625842,96.91999816894531,3.3917,3.05,57.69,2.774,766.1417063495408
2018-11-26,1253.3630610606454,97.06999969482422,3.4151,3.07,59.7,2.7635,765.6396991633468
2018-11-27,1253.4893663972634,97.37000274658203,3.4,3.06,59.58,2.716,759.9924629986082
2018-11-28,1268.8819219316879,96.79000091552734,3.37,3.06,57.97,2.805,766.3927099426377
2018-11-29,1251.633984555906,96.77999877929688,3.36,3.03,58.29,2.788,768.0868501538422
2018-11-30,1264.5251137110974,97.2699966430664,3.355,3.01,57.71,2.7865,765.6396991633468
2018-12-03,1302.1078473360462,97.04000091552734,3.35,2.98,60.17,2.8085,774.2360935047747
2018-12-04,1306.1848239056803,96.97000122070312,3.305,2.91,61.22,2.757,778.7538517983485
2018-12-05,1271.5219938241044,96.80999755859375,3.275,2.87,61.4,2.775,776.8714397434355
2018-12-06,1271.5219938241044,96.80999755859375,3.2751,2.87,57.83,2.744,776.8714397434355
2018-12-07,1271.1358188868578,96.51000213623047,3.2853,2.85,61.71,2.7595,782.3304806600084
2018-12-10,1257.4817764627826,97.22000122070312,3.2678,2.85,60.29,2.72,780.3852602601644
2018-12-11,1263.35570050827,97.38999938964844,3.2652,2.89,59.73,2.768,779.2558589845423
2018-12-12,1266.8036910194003,97.04000091552734,3.2703,2.91,59.94,2.7715,780.8245356969696
2018-12-13,1285.6112089453213,97.05999755859375,3.3311,2.91,59.03,2.7665,779.7577895751934
2018-12-14,1262.1989904283785,97.44000244140625,3.3468,2.89,58.56,2.7615,776.1812373090761
2018-12-17,1259.7135336894078,97.0999984741211,3.3713,2.86,57.59,2.7545,782.7069477518826
2018-12-18,1249.129654605717,97.13999938964844,3.3714,2.82,55.26,2.665,783.8363490275046
2018-12-19,1232.9534978593424,97.04000091552734,3.3412,2.77,55.6,2.7195,785.656029333029
2018-12-20,1225.05251833968,96.27999877929688,3.3003,2.79,52.84,2.7005,792.871942210195
2018-12-21,1212.4945739517746,96.95999908447266,3.3168,2.79,51.93,2.6765,786.7227754548052
2018-12-24,1218.418221649896,96.55000305175781,3.3483,2.74,51.49,2.666,795.3190932006903
2018-12-25,1203.6510227102804,97.05000305175781,3.3113,2.81,51.49,2.661,796.3857627269239
2018-12-26,1203.6510227102804,97.05000305175781,3.3011,2.81,51.49,2.7045,796.3857627269239
2018-12-27,1196.3097064925298,96.4800033569336,3.2709,2.77,51.49,2.671,801.4683365516228
2018-12-28,1201.4410422658307,96.38999938964844,3.2315,2.72,50.57,2.6815,803.0997450134387
2018-12-29,1185.847777389022,96.16999816894531,3.2265,2.69,54.06,2.631,803.7899474477982
2018-12-30,1185.847777389022,96.16999816894531,3.2265,2.69,54.06,2.631,803.7899474477982
2018-12-31,1185.847777389022,96.16999816894531,3.2265,2.69,54.06,2.631,803.7899474477982
2019-01-01,1185.847777389022,96.81999969482422,3.1734,2.66,54.06,2.652,803.7899474477982
2019-01-02,1185.847777389022,96.81999969482422,3.1734,2.66,54.06,2.623,803.7899474477982
2019-01-03,1181.4909691684318,96.30999755859375,3.141,2.56,53.23,2.568,810.5666614837016
2019-01-04,1206.557497237978,96.19000244140625,3.1513,2.67,55.64,2.6475,804.8566169740318
2019-01-07,1217.7547556862808,95.70999908447266,3.1507,2.7,57.1,2.637,807.4293080588468
2019-01-08,1214.9303070381109,95.9000015258789,3.1211,2.73,56.91,2.656,805.1703523165173
2019-01-09,1226.3170234913407,95.22000122070312,3.1106,2.74,59.46,2.657,808.9979847712742
2019-01-10,1225.8252311605427,95.54000091552734,3.1006,2.74,60.47,2.6375,806.1115583439738
2019-01-11,1234.9653095859942,95.66999816894531,3.1058,2.71,59.24,2.662,807.6175033070125
2019-01-14,1223.7332082862108,95.58999633789062,3.1297,2.71,58.8,2.635,808.8724446769545
2019-01-15,1247.0775558320402,95.97000122070312,3.1383,2.72,58.65,2.6345,807.0527643714302
2019-01-16,1247.0528754789077,96.05999755859375,3.0745,2.73,59.81,2.6735,810.4411213893818
2019-01-17,1239.2684017438846,96.06999969482422,3.076,2.75,59.85,2.68,810.0646542975079
2019-01-18,1260.9802165192862,96.33999633789062,3.091,2.79,62.04,2.719,803.9782192915065
2019-01-20,1251.2841042556186,96.30000305175781,3.1037,2.74,62.18,2.709,804.7311534752547
2019-01-21,1251.2841042556186,96.30000305175781,3.1037,2.74,62.18,2.682,804.7311534752547
2019-01-22,1251.2841042556186,96.30000305175781,3.1071,2.74,60.9,2.6595,804.7311534752547
2019-01-23,1251.2906372902714,96.12000274658203,3.119,2.76,61.05,2.6545,805.1076205671287
2019-01-24,1258.872224004692,96.5999984741211,3.1338,2.72,61.09,2.6445,802.5977378272448
2019-01-25,1266.802965126661,95.79000091552734,3.1398,2.76,61.49,2.729,814.0804820004305
2019-01-28,1266.0542067661913,95.75,3.1397,2.75,59.71,2.68,817.2178354252852
2019-01-29,1266.9891566142621,95.81999969482422,3.1246,2.72,60.98,2.725,820.8571194407913
2019-01-30,1255.3491035950562,95.33999633789062,3.1151,2.7,61.89,2.772,821.9238655625675
2019-01-31,1264.6975132366542,95.58000183105469,3.1037,2.63,62.46,2.789,828.0730323179573
2019-02-01,1286.3262132934187,95.58000183105469,3.1032,2.7,61.86,2.7775,826.3161603573642
2019-02-02,1313.3464816704823,95.8499984741211,3.0978,2.73,62.26,2.7975,820.1041852570432
2019-02-03,1313.3464816704823,95.8499984741211,3.0967,2.73,62.26,2.7975,820.1041852570432
2019-02-04,1313.3464816704823,95.8499984741211,3.067,2.73,62.26,2.7975,820.1041852570432
2019-02-05,1313.3464816704823,96.0999984741211,3.067,2.71,61.67,2.8205,820.1041852570432
2019-02-06,1313.3464816704823,96.41999816894531,3.067,2.7,62.22,2.84,820.1041852570432
2019-02-07,1313.3464816704823,96.51000213623047,3.067,2.65,61.01,2.832,820.1041852570432
2019-02-08,1313.3464816704823,96.63999938964844,3.067,2.63,61.37,2.814,820.1041852570432
2019-02-11,1313.3464816704823,97.05999755859375,3.067,2.65,61.3,2.793,820.1041852570432
2019-02-12,1323.3460170991293,96.70999908447266,3.0748,2.68,62.58,2.775,821.4845901257622
2019-02-13,1348.6404754887797,97.12999725341797,3.0719,2.71,63.27,2.776,822.4886044981498
2019-02-14,1351.2449786369766,96.9800033569336,3.0726,2.66,64.0,2.7785,821.8611338131789
2019-02-15,1329.6558397344975,96.91999816894531,3.0794,2.66,65.65,2.8025,827.0690945411123
2019-02-17,1370.5428371082176,96.5199966430664,3.1094,2.65,66.41,2.816,840.8734496104734
2019-02-18,1370.5428371082176,96.5199966430664,3.1094,2.65,66.41,2.838,840.8734496104734
2019-02-19,1370.5428371082176,96.5199966430664,3.1279,2.65,65.86,2.8775,840.8734496104734
2019-02-20,1374.172300804144,96.44999694824219,3.1196,2.65,66.82,2.92,842.881401759706
2019-02-21,1370.0749992378128,96.61000061035156,3.1361,2.69,66.91,2.8975,830.4574515590639
2019-02-22,1397.2571416957144,96.51000213623047,3.1451,2.65,66.91,2.949,834.0340038251815
2019-02-25,1476.2230203816162,96.41000366210938,3.1787,2.67,64.02,2.947,831.9633965221028
2019-02-26,1462.772227924513,96.0,3.1878,2.64,64.51,2.948,831.461389335909
2019-02-27,1457.6350850092988,96.1500015258789,3.1689,2.69,65.55,2.9625,826.8180909480154
2019-02-28,1459.1972061840252,96.16000366210938,3.1731,2.73,65.03,2.948,823.7435458680917
2019-03-01,1487.7182577993544,96.52999877929688,3.187,2.76,63.71,2.932,813.4530113154595
2019-03-04,1507.658894291144,96.68000030517578,3.2023,2.72,64.44,2.909,806.1743666889048
2019-03-05,1524.1137938493657,96.8499984741211,3.2149,2.72,64.24,2.9335,804.4174181327693
2019-03-06,1536.7091217133393,96.87000274658203,3.2021,2.69,64.51,2.9185,806.2370984382935
2019-03-07,1522.428633855347,97.66999816894531,3.1572,2.64,64.82,2.9105,805.546896003934
2019-03-08,1469.8859767685287,97.37000274658203,3.1423,2.62,65.66,2.8935,813.8294784073336
2019-03-11,1506.0009552748447,97.22000122070312,3.1374,2.64,65.06,2.901,808.6842494287887
2019-03-12,1521.186631378601,96.94000244140625,3.1424,2.61,65.33,2.9285,813.390279566071
2019-03-13,1500.3593169058968,96.55000305175781,3.1375,2.61,65.89,2.9355,820.4179205995287
2019-03-14,1486.7179776047572,96.79000091552734,3.1475,2.63,66.18,2.8915,811.5705992605466
2019-03-15,1504.148114058074,96.5999984741211,3.1376,2.59,66.11,2.906,816.8413683334113
2019-03-18,1545.9188858417526,96.5199966430664,3.1377,2.6,66.65,2.909,815.9001623059547
2019-03-19,1542.3072065179363,96.37999725341797,3.1377,2.61,67.13,2.923,818.8492438871012
2019-03-20,1539.3165284324925,95.76000213623047,3.1453,2.54,68.35,2.921,816.0256258047319
2019-03-21,1542.847996608629,96.5,3.1291,2.54,68.3,2.906,819.5394463214608
2019-03-22,1544.4333463510095,96.6500015258789,3.108,2.44,66.29,2.8425,822.990535088801
2019-03-25,1512.9488376279567,96.56999969482422,3.0831,2.43,67.37,2.8565,829.453513782219
2019-03-26,1491.0192550307997,96.73999786376953,3.0633,2.41,67.51,2.854,824.6847518955483
2019-03-27,1506.9674814570699,96.7699966430664,3.0882,2.39,67.35,2.863,821.9238655625675
2019-03-28,1499.3982349192154,97.19999694824219,3.0634,2.39,66.08,2.877,809.3117201137597
2019-03-29,1553.1796279654532,97.27999877929688,3.0683,2.41,67.93,2.9395,811.3195956674497
2019-04-01,1598.8923602692773,97.25,3.1332,2.49,69.08,2.9285,808.4332458356919
2019-04-02,1599.6817686231414,97.36000061035156,3.1681,2.48,69.68,2.9105,809.4371836125368
2019-04-03,1616.9841479543616,97.08999633789062,3.2331,2.52,69.21,2.9525,809.3744518631482
2019-04-04,1632.547651228864,97.30999755859375,3.2679,2.51,69.8,2.915,808.8097129275659
2019-04-05,1629.6284735782301,97.4000015258789,3.2482,2.5,69.93,2.9,813.8922101567221
2019-04-08,1629.6284735782301,97.05000305175781,3.2482,2.52,71.12,2.937,813.8922101567221
2019-04-09,1634.453119669225,97.01000213623047,3.2882,2.51,71.02,2.9385,817.9080378596449
2019-04-10,1639.6033286537445,96.94999694824219,3.2932,2.48,71.63,2.9305,821.4218583763736
2019-04-11,1603.5351702291061,97.18000030517578,3.2784,2.51,71.3,2.892,808.558709334469
2019-04-12,1599.8240436000215,96.97000122070312,3.3334,2.56,71.57,2.9495,809.8136507044109
2019-04-15,1593.400255804601,96.94000244140625,3.3736,2.55,70.9,2.9385,807.4293080588468
2019-04-16,1635.6679011682518,97.04000091552734,3.3937,2.6,70.74,2.9345,798.5191783749337
2019-04-17,1640.1742432931142,97.01000213623047,3.3938,2.59,71.14,2.97,798.2681747818367
2019-04-18,1632.8554297502785,97.47000122070312,3.3589,2.57,70.71,2.923,798.079979533671
2019-04-19,1619.0413279772129,97.27999877929688,3.3741,2.59,70.71,2.918,799.083917310516
2019-04-22,1619.0413279772129,97.27999877929688,3.4091,2.59,70.71,2.905,799.083917310516
2019-04-23,1610.3973972389942,97.56999969482422,3.3993,2.57,74.39,2.898,796.4485710718551
2019-04-24,1619.0975846644997,98.0999984741211,3.4343,2.53,73.59,2.9135,800.338858680458
2019-04-25,1577.6970181778058,98.19999694824219,3.4193,2.54,74.94,2.865,800.5271305241663
2019-04-26,1556.849015762035,98.01000213623047,3.4043,2.51,71.03,2.8915,806.2370984382935
2019-04-28,1555.5235356202825,97.86000061035156,3.4043,2.54,71.22,2.897,802.2840024847594
2019-04-29,1555.5235356202825,97.86000061035156,3.4268,2.54,71.22,2.897,802.2840024847594
2019-04-30,1560.5779267632297,97.4800033569336,3.3869,2.51,72.19,2.904,804.919425318963
2019-05-01,1464.3416080266313,97.69000244140625,3.3849,2.52,72.01,2.8015,804.2291462890608
2019-05-02,1464.3416080266313,97.83000183105469,3.3849,2.55,70.56,2.7795,804.2291462890608
2019-05-03,1464.3416080266313,97.5199966430664,3.3849,2.54,71.95,2.819,804.2291462890608
2019-05-05,1464.3416080266313,97.5199966430664,3.3849,2.51,71.95,2.8295,804.2291462890608
2019-05-06,1464.3416080266313,97.5199966430664,3.355,2.51,71.95,2.8295,804.2291462890608
2019-05-07,1477.563381324522,97.62999725341797,3.3551,2.45,70.98,2.7855,805.3586241602256
2019-05-08,1457.4695814647644,97.62000274658203,3.3426,2.49,71.09,2.7745,802.7860096709533
2019-05-09,1432.9213408109965,97.37000274658203,3.3116,2.45,70.61,2.7715,805.3586241602256
2019-05-10,1486.6762387722538,97.33000183105469,3.3017,2.47,71.63,2.7745,806.7390290289446
2019-05-13,1462.7834792619703,97.31999969482422,3.2709,2.4,72.35,2.719,815.774622211635
2019-05-14,1452.7069992029697,97.52999877929688,3.2859,2.42,72.53,2.725,812.3862651936832
2019-05-15,1486.7292289422146,97.56999969482422,3.2762,2.37,73.09,2.743,813.390279566071
2019-05-16,1493.347918938106,97.83999633789062,3.2662,2.4,74.7,2.748,806.299830187682
2019-05-17,1454.15007396847,98.0,3.2665,2.39,73.94,2.7385,799.711387995487
2019-05-20,1442.8130811678743,97.93000030517578,3.2717,2.41,73.21,2.726,800.715325772332
2019-05-21,1463.285434091117,98.05999755859375,3.299,2.43,72.94,2.715,798.1427112830596
2019-05-22,1456.4170369929457,98.11000061035156,3.3264,2.39,71.94,2.678,799.1466490599046
2019-05-23,1427.1247243422322,97.8499984741211,3.31,2.31,68.37,2.6805,806.1743666889048
2019-05-24,1427.458997948627,97.61000061035156,3.3125,2.32,67.98,2.6995,805.0448888177401
2019-05-26,1461.111385337257,97.95999908447266,3.35,2.26,70.19,2.701,800.9663293654289
2019-05-27,1461.111385337257,97.95999908447266,3.35,2.26,70.19,2.713,800.9663293654289
2019-05-28,1461.111385337257,97.95999908447266,3.31,2.26,70.19,2.696,800.9663293654289
2019-05-29,1459.6414525404066,98.13999938964844,3.2875,2.25,70.64,2.664,803.5389438547014
2019-05-30,1450.669781230446,98.13999938964844,3.275,2.22,69.55,2.6565,807.6175033070125
2019-05-31,1445.4466200256384,97.75,3.2751,2.14,66.78,2.6405,819.3512510732951
2019-06-03,1443.8605443905185,97.13999938964844,3.2401,2.07,63.16,2.651,829.9554443728701
2019-06-04,1429.0777387570101,97.06999969482422,3.2101,2.12,63.56,2.67,830.3947198096754
2019-06-05,1427.0593939957055,97.37000274658203,3.21,2.12,62.14,2.6245,833.4693414851416
2019-06-06,1410.4320949119274,97.02999877929688,3.2136,2.12,62.77,2.6515,839.3047728980459
2019-06-07,1430.167666704897,96.61000061035156,3.2251,2.09,64.1,2.6295,831.210385742812
2019-06-10,1430.167666704897,96.76000213623047,3.2251,2.15,64.31,2.6625,831.210385742812
2019-06-11,1475.1145821688804,96.69000244140625,3.2651,2.15,63.56,2.673,832.2771318645883
2019-06-12,1464.2265540274707,97.0,3.2601,2.13,61.66,2.655,835.7282206319285
2019-06-13,1463.4865063798711,97.01000213623047,3.2451,2.1,63.28,2.658,840.308710674891
2019-06-14,1448.8474275087215,97.56999969482422,3.2302,2.09,63.13,2.631,840.8734496104734
2019-06-17,1447.8417031185804,97.55999755859375,3.2252,2.09,62.56,2.6455,839.9949753324055
2019-06-18,1453.320741513951,97.63999938964844,3.2302,2.06,63.35,2.7025,844.9520090627846
2019-06-19,1473.08353428464,97.12000274658203,3.2427,2.03,62.85,2.6805,843.6970676928427
2019-06-20,1514.1988249248336,96.62999725341797,3.2352,2.01,65.44,2.7125,874.003932415157
2019-06-21,1520.400852488433,96.22000122070312,3.2303,2.07,65.99,2.7055,876.0745397182357
2019-06-24,1523.335636832959,95.9800033569336,3.2453,2.02,65.16,2.7065,887.4318203926441
2019-06-25,1506.5976391064553,96.16000366210938,3.2353,2.0,66.24,2.7365,887.8082874845181
2019-06-26,1506.2038422954472,96.20999908447266,3.2453,2.05,66.85,2.7155,885.737603585897
2019-06-27,1522.5567539238132,96.19000244140625,3.2553,2.01,66.78,2.7165,883.7297280322068
2019-06-28,1516.0890496176723,96.12999725341797,3.2254,2.0,67.52,2.7135,884.5453939653436
2019-07-01,1562.2373175650073,96.83999633789062,3.2254,2.03,65.1,2.688,869.4233657766521
2019-07-02,1562.5440072473132,96.7300033569336,3.1704,1.98,62.72,2.664,881.3453087911001
2019-07-03,1544.1898093370132,96.7699966430664,3.1554,1.96,63.53,2.683,889.5651594451112
2019-07-04,1545.0507181256867,97.25,3.1479,2.04,63.62,2.68,876.3882750607212
2019-07-05,1545.0507181256867,97.25,3.1705,2.04,64.23,2.661,876.3882750607212
2019-07-08,1505.4728683070875,97.37999725341797,3.1805,2.05,64.89,2.659,876.5765469044294
2019-07-09,1502.1352134923136,97.48999786376953,3.168,2.07,64.3,2.625,876.8902822469149
2019-07-10,1499.1329211230434,97.0999984741211,3.1706,2.07,66.41,2.694,884.7963975584405
2019-07-11,1499.4944157071573,97.05000305175781,3.168,2.13,67.64,2.6875,881.1571135429344
2019-07-12,1508.221824110382,96.80999755859375,3.1531,2.12,66.65,2.694,884.6709340596633
2019-07-15,1516.5692276646432,96.93000030517578,3.1782,2.09,66.86,2.711,885.6121400871198
2019-07-16,1509.719703777691,97.4000015258789,3.1732,2.13,65.87,2.7,884.2316586228582
2019-07-17,1508.2127504511425,97.22000122070312,3.1757,2.06,63.67,2.716,891.8241151874407
2019-07-18,1491.0472019012584,96.79000091552734,3.1608,2.04,60.7,2.71,894.8359285179757
2019-07-19,1504.0025725638675,97.1500015258789,3.1559,2.05,61.04,2.7525,894.2084578330049
2019-07-22,1491.6613071586091,97.26000213623047,3.1484,2.05,61.96,2.722,894.3339979273246
2019-07-23,1497.5406753996401,97.70999908447266,3.1484,2.08,62.28,2.7,891.0711044081501
2019-07-24,1511.040828563008,97.7300033569336,3.171,2.05,63.83,2.712,892.7653212148973
2019-07-25,1522.699391847063,97.81999969482422,3.1635,2.08,63.47,2.7035,887.1808167995472
2019-07-26,1526.28385019316,98.01000213623047,3.1661,2.08,62.46,2.685,890.067166631305
2019-07-29,1525.2875624086284,98.04000091552734,3.1836,2.06,62.29,2.7175,890.7573690656646
2019-07-30,1531.2017735011405,98.05000305175781,3.1761,2.06,62.55,2.683,897.0948076647628
2019-07-31,1518.8300206008357,98.5199966430664,3.1552,2.02,64.07,2.6715,894.8359285179757
2019-08-01,1508.017848250671,98.38999938964844,3.1487,1.9,62.9,2.6705,891.5731115943438
2019-08-02,1486.701282071756,98.0999984741211,3.0914,1.86,61.12,2.5775,907.0716068749095
2019-08-05,1459.9554011501045,97.5,3.0563,1.75,59.32,2.549,918.9935498893577
2019-08-06,1440.4463078917606,97.62999725341797,3.0613,1.73,58.63,2.5615,923.8878518703483
2019-08-07,1434.3157807629714,97.54000091552734,3.0514,1.71,55.03,2.575,945.7865940949432
2019-08-08,1452.961424608054,97.62000274658203,3.0465,1.72,56.29,2.6105,939.762814242788
2019-08-09,1438.980367504976,97.48999786376953,3.0216,1.74,57.37,2.5925,939.0726118084284
2019-08-12,1464.9223222179799,97.37999725341797,3.0391,1.65,57.13,2.588,944.5316527250013
2019-08-13,1452.722968843232,97.80999755859375,3.0041,1.68,59.9,2.6335,942.5864323251573
2019-08-14,1461.4046460038878,97.98999786376953,3.0105,1.59,57.86,2.5955,951.1828266665849
2019-08-15,1467.468391000672,98.13999938964844,3.0115,1.52,57.37,2.5985,953.5044375627605
2019-08-16,1474.294323373601,98.13999938964844,3.0217,1.55,59.0,2.5985,949.0494110185753
2019-08-19,1507.7590674891517,98.3499984741211,3.0191,1.6,59.79,2.605,941.4570310495352
2019-08-20,1507.1079417021024,98.19000244140625,3.0317,1.55,59.03,2.5815,944.0923772881961
2019-08-21,1506.0009552748447,98.30000305175781,3.0567,1.59,60.6,2.589,944.0923772881961
2019-08-22,1511.1232173889055,98.16999816894531,3.0543,1.62,59.81,2.5615,939.5118872452337
2019-08-23,1521.0287497078282,97.63999938964844,3.0644,1.52,58.64,2.5345,957.8967323575572
2019-08-26,1500.018510264849,98.08000183105469,3.0494,1.54,58.64,2.5465,957.7085371093914
2019-08-27,1520.6959278869115,98.0,3.052,1.49,58.44,2.55,966.9323255402476
2019-08-28,1515.2949229610035,98.20999908447266,3.052,1.47,60.42,2.559,964.9244499865574
2019-08-29,1512.8708041584944,98.51000213623047,3.0321,1.5,60.59,2.5735,957.8340006081686
2019-08-30,1515.0078323826556,98.91999816894531,3.0573,1.5,61.04,2.547,953.190702220275
2019-09-01,1541.806703474268,98.94999694824219,3.0723,1.47,58.55,2.552,970.0069472157137
2019-09-02,1541.806703474268,98.94999694824219,3.0723,1.47,58.55,2.532,970.0069472157137
2019-09-03,1541.806703474268,98.94999694824219,3.0624,1.47,57.93,2.5235,970.0069472157137
2019-09-04,1553.4630890801054,98.44999694824219,3.0473,1.47,60.68,2.59,972.7678335486944
2019-09-05,1567.3987778869841,98.41000366210938,3.0173,1.57,62.7,2.6365,950.8690913240995
2019-09-06,1577.1141263082402,98.38999938964844,3.0173,1.55,61.28,2.6285,945.0963150650412
2019-09-09,1592.0232372783667,98.27999877929688,3.025,1.63,63.99,2.6215,942.5864323251573
2019-09-10,1585.183149997024,98.33000183105469,3.0425,1.72,64.67,2.6225,935.1195924504369
2019-09-11,1571.4467187470511,98.6500015258789,3.0525,1.75,63.02,2.609,937.6922069397093
2019-09-12,1586.8022537517768,98.30999755859375,3.0876,1.79,60.76,2.635,940.3902849277589
2019-09-13,1583.9407845739083,98.26000213623047,3.0926,1.9,61.25,2.6935,943.1511712607397
2019-09-16,1583.9407845739083,98.6500015258789,3.0926,1.84,68.42,2.634,943.1511712607397
2019-09-17,1555.6436708686178,98.26000213623047,3.1076,1.81,65.59,2.6215,944.4061126306815
2019-09-18,1561.5375569644325,98.5999984741211,3.1278,1.8,64.29,2.6075,945.9120575937204
2019-09-19,1569.44289184053,98.2699966430664,3.1053,1.79,64.25,2.603,940.2020896795932
2019-09-20,1574.7342869628214,98.51000213623047,3.098,1.74,65.23,2.6015,945.7865940949432
2019-09-23,1558.2801132973386,98.5999984741211,3.1005,1.72,64.66,2.6065,956.0770520520329
2019-09-24,1564.745639925262,98.33999633789062,3.1205,1.64,64.13,2.6015,961.3478211248975
2019-09-25,1549.8256405640475,99.04000091552734,3.1157,1.73,62.41,2.606,944.0923772881961
2019-09-26,1532.1715662006918,99.20999908447266,3.1381,1.7,62.08,2.571,945.9120575937204
2019-09-27,1538.2599915506082,99.11000061035156,3.1482,1.69,62.48,2.5975,940.6412885208558
2019-09-29,1522.3070468215335,99.37999725341797,3.1434,1.68,60.99,2.5785,919.6837523237173
2019-09-30,1522.3070468215335,99.37999725341797,3.1411,1.68,60.99,2.5785,919.6837523237173
2019-10-01,1528.4847569783697,99.12999725341797,3.1063,1.65,60.06,2.5605,939.4490789003025
2019-10-02,1528.4847569783697,99.04000091552734,3.1063,1.6,57.92,2.5705,939.4490789003025
2019-10-03,1528.4847569783697,98.86000061035156,3.1063,1.54,58.01,2.5535,939.4490789003025
2019-10-04,1528.4847569783697,98.80999755859375,3.1063,1.52,59.13,2.5625,939.4490789003025
2019-10-07,1528.4847569783697,98.98999786376953,3.1063,1.56,59.46,2.577,939.4490789003025
2019-10-08,1528.4847569783697,99.13999938964844,3.1063,1.54,58.14,2.5685,939.4490789003025
2019-10-09,1529.9641263808292,99.12000274658203,3.1089,1.59,59.7,2.568,945.0335833156525
2019-10-10,1545.5530359012027,98.70999908447266,3.1289,1.67,59.08,2.6135,937.9432105328062
2019-10-11,1557.2341018601728,98.30000305175781,3.1564,1.76,60.59,2.628,930.3507539682236
2019-10-12,1574.5644280618517,98.44999694824219,3.1716,1.77,58.81,2.634,935.9979901329623
2019-10-14,1574.5644280618517,98.44999694824219,3.1641,1.77,58.81,2.634,935.9979901329623
2019-10-15,1564.474156040807,98.29000091552734,3.1668,1.77,59.19,2.614,927.1506687939802
2019-10-16,1558.6031355662763,98.01000213623047,3.1693,1.75,59.3,2.5895,933.6763792367867
2019-10-17,1560.8563066287074,97.61000061035156,3.1569,1.76,59.35,2.5975,936.3745338203788
2019-10-18,1539.7676707698963,97.27999877929688,3.187,1.76,59.96,2.636,933.8018427355639
2019-10-21,1540.8590505032614,97.33000183105469,3.2196,1.8,58.95,2.6465,930.1625587200579
2019-10-22,1548.925533567458,97.52999877929688,3.2196,1.78,60.5,2.633,929.7232832832526
2019-10-23,1538.3598018022465,97.47000122070312,3.2122,1.77,60.52,2.6715,934.86858885734
2019-10-24,1536.2743119625673,97.62999725341797,3.2196,1.77,61.71,2.668,940.5158250220786
2019-10-25,1546.0749527806772,97.83000183105469,3.2372,1.8,62.06,2.6755,940.8922921139527
2019-10-28,1563.6593414410713,97.76000213623047,3.2924,1.85,60.39,2.683,934.9313206067286
2019-10-29,1555.60592444618,97.69000244140625,3.3029,1.84,61.05,2.6915,933.0489085518158
2019-10-30,1546.8422214059963,97.6500015258789,3.3125,1.78,60.22,2.6905,936.9391961604186
2019-10-31,1544.1328267569872,97.3499984741211,3.288,1.69,59.3,2.6425,948.3592085842156
2019-11-01,1569.2087914321428,97.23999786376953,3.2757,1.73,60.17,2.6575,946.225792936206
2019-11-04,1580.9853122863153,97.51000213623047,3.2954,1.79,62.52,2.6755,946.225792936206
2019-11-05,1589.858625130116,97.9800033569336,3.2454,1.86,62.72,2.705,929.1586209432128
2019-11-06,1582.4621410641878,97.94999694824219,3.2555,1.81,62.11,2.6695,935.0567841055057
2019-11-07,1586.3311493640454,98.13999938964844,3.2736,1.92,62.6,2.732,918.7425462962608
2019-11-08,1580.631802522332,98.3499984741211,3.2765,1.94,62.0,2.686,916.9229425862792
2019-11-11,1551.007756889811,98.19999694824219,3.2463,1.92,62.58,2.668,913.2835819752305
2019-11-12,1550.3203364658025,98.30999755859375,3.255,1.92,62.19,2.65,911.1501663272207
2019-11-13,1551.642913036598,98.37000274658203,3.237,1.88,62.27,2.6435,917.1738695838334
2019-11-14,1555.8897485072016,98.16000366210938,3.2555,1.82,62.46,2.6265,923.5113847784742
2019-11-15,1544.5458597255833,98.0,3.2355,1.84,63.32,2.6425,920.6877666961049
2019-11-18,1556.468647966702,97.79000091552734,3.1993,1.81,62.82,2.6245,922.9466458428917
2019-11-19,1575.7378336747447,97.86000061035156,3.1743,1.79,62.37,2.659,924.4525908059306
2019-11-20,1562.091413124431,97.93000030517578,3.1747,1.73,63.8,2.652,924.4525908059306
2019-11-21,1554.829945107991,97.98999786376953,3.1749,1.77,64.99,2.6275,918.0523438619012
2019-11-22,1537.1479238741767,98.2699966430664,3.1747,1.77,64.83,2.6515,918.0523438619012
2019-11-25,1545.6532090992107,98.31999969482422,3.1875,1.76,64.67,2.6535,913.97378440959
2019-11-26,1549.4685013363685,98.25,3.1675,1.74,64.82,2.686,915.9817365588226
2019-11-27,1546.0793081371125,98.41000366210938,3.17,1.77,65.03,2.6905,911.9659088559
2019-11-28,1528.2237985386325,98.2699966430664,3.165,1.78,64.68,2.67,919.6210205743287
2019-11-29,1528.2237985386325,98.2699966430664,3.165,1.78,64.5,2.656,919.6210205743287
2019-12-02,1529.362361300045,97.86000061035156,3.2062,1.83,63.2,2.6455,917.5504132712501
2019-12-03,1535.5444268133162,97.73999786376953,3.1746,1.72,62.95,2.618,927.5271358858542
2019-12-04,1536.3646856085957,97.6500015258789,3.1751,1.77,65.25,2.6545,924.8917896471933
2019-12-05,1549.8971409988574,97.41000366210938,3.1776,1.8,65.67,2.6585,926.7114699527176
2019-12-06,1559.8727219671114,97.69999694824219,3.1751,1.84,66.5,2.7205,915.5424611220175
2019-12-09,1557.2126880243666,97.63999938964844,3.1903,1.83,66.44,2.754,915.6680012163372
2019-12-10,1562.3777778100398,97.41000366210938,3.1776,1.85,66.57,2.7615,917.7386085194158
